Sample_#,CAMPUS,YEAR_x,CNAME_x,DNAME_x,e1_all_docs_n,e1_all_unsatgl_rm,e1_all_approgl_rm,e1_all_meetsgl_rm,e1_all_mastrgl_rm,YEAR_y,CNAME_y,DNAME_y,e2_all_docs_n,e2_all_unsatgl_rm,e2_all_approgl_rm,e2_all_meetsgl_rm,e2_all_mastrgl_rm
474,57905012,17,L G PINKSTON H,DALLAS ISD,413,55,45,29,1,18,L G PINKSTON H,DALLAS ISD,339,46,54,40,2
475,57905013,17,FRANKLIN D ROOS,DALLAS ISD,316,71,29,18,0,18,FRANKLIN D ROOS,DALLAS ISD,261,56,44,28,1
476,57905014,17,W W SAMUELL H S,DALLAS ISD,756,62,38,20,1,18,W W SAMUELL H S,DALLAS ISD,734,52,48,28,1
477,57905015,17,SEAGOVILLE H S,DALLAS ISD,583,57,43,23,1,18,SEAGOVILLE H S,DALLAS ISD,531,45,55,38,1
478,57905016,17,SOUTH OAK CLIFF,DALLAS ISD,588,70,30,14,1,18,SOUTH OAK CLIFF,DALLAS ISD,472,57,43,19,0
479,57905017,17,H GRADY SPRUCE,DALLAS ISD,845,67,33,14,1,18,H GRADY SPRUCE,DALLAS ISD,664,58,42,20,1
480,57905018,17,SUNSET H S,DALLAS ISD,668,53,47,24,1,18,SUNSET H S,DALLAS ISD,655,44,56,36,1
481,57905021,17,W T WHITE H S,DALLAS ISD,784,52,48,29,1,18,W T WHITE H S,DALLAS ISD,783,49,51,33,4
482,57905022,17,WOODROW WILSON,DALLAS ISD,565,42,58,47,10,18,WOODROW WILSON,DALLAS ISD,597,25,75,63,14
483,57905023,17,DAVID W CARTER,DALLAS ISD,515,67,33,17,1,18,DAVID W CARTER,DALLAS ISD,434,54,46,24,1
484,57905024,17,NORTH DALLAS H,DALLAS ISD,407,65,35,16,1,18,NORTH DALLAS H,DALLAS ISD,330,56,44,26,2
485,57905025,17,SKYLINE H S,DALLAS ISD,1662,45,55,35,2,18,SKYLINE H S,DALLAS ISD,1536,37,63,43,2
486,57905026,17,SCHOOL OF SCIEN,DALLAS ISD,92,1,99,99,62,18,SCHOOL OF SCIEN,DALLAS ISD,99,1,99,99,62
487,57905028,17,EMMETT J CONRAD,DALLAS ISD,560,59,41,24,3,18,EMMETT J CONRAD,DALLAS ISD,525,54,46,32,4
488,57905032,17,JAMES MADISON H,DALLAS ISD,249,65,35,18,0,18,JAMES MADISON H,DALLAS ISD,190,48,52,28,0
489,57905033,17,SCHOOL OF BUSIN,DALLAS ISD,124,2,98,98,15,18,SCHOOL OF BUSIN,DALLAS ISD,136,1,99,99,18
490,57905034,17,BOOKER T WASHIN,DALLAS ISD,240,4,96,93,38,18,BOOKER T WASHIN,DALLAS ISD,326,1,99,96,29
491,57905035,17,IRMA LERMA RANG,DALLAS ISD,68,1,99,99,40,18,IRMA LERMA RANG,DALLAS ISD,62,0,100,100,55
492,57905036,17,SCHOOL OF HEALT,DALLAS ISD,121,0,100,97,24,18,SCHOOL OF HEALT,DALLAS ISD,157,0,100,99,26
493,57905037,17,ROSIE SORRELLS,DALLAS ISD,80,3,97,94,16,18,ROSIE SORRELLS,DALLAS ISD,95,0,100,97,14
494,57905038,17,JUDGE BAREFOOT,DALLAS ISD,105,1,99,93,22,18,JUDGE BAREFOOT,DALLAS ISD,122,1,99,94,26
495,57905039,17,SCHOOL FOR THE,DALLAS ISD,65,0,100,100,69,18,SCHOOL FOR THE,DALLAS ISD,66,0,100,100,85
496,57905085,17,KATHLYN JOY GIL,DALLAS ISD,87,8,92,69,6,18,KATHLYN JOY GIL,DALLAS ISD,83,4,96,87,7
497,57905088,17,TRINIDAD GARZA,DALLAS ISD,108,0,100,99,30,18,TRINIDAD GARZA,DALLAS ISD,119,0,100,100,43
498,57905090,17,DR WRIGHT L LAS,DALLAS ISD,29,0,100,100,31,18,DR WRIGHT L LAS,DALLAS ISD,41,0,100,100,29
499,57905099,17,HOSPITAL/HOMEBO,DALLAS ISD,18,81,19,6,0,18,HOSPITAL/HOMEBO,DALLAS ISD,8,71,29,29,0
500,57905380,17,WILMER-HUTCHINS,DALLAS ISD,324,66,34,14,0,18,WILMER-HUTCHINS,DALLAS ISD,314,68,32,16,0
501,57905381,17,BARACK OBAMA MA,DALLAS ISD,48,2,98,92,17,18,BARACK OBAMA MA,DALLAS ISD,32,3,97,81,3
502,57905382,17,INNOVATION DESI,DALLAS ISD,121,47,53,28,2,18,INNOVATION DESI,DALLAS ISD,106,50,50,34,1
503,57905389,17,JOHN LESLIE PAT,DALLAS ISD,44,91,9,0,0,18,JOHN LESLIE PAT,DALLAS ISD,133,81,19,4,0
504,57906001,17,DESOTO H S & IS,DESOTO ISD,1239,56,44,27,2,18,DESOTO H S & IS,DESOTO ISD,1110,46,54,35,2
505,57906003,17,WINGS (WHERE I,DESOTO ISD,17,71,29,0,0,18,WINGS (WHERE I,DESOTO ISD,36,82,18,3,0
506,57906008,17,DESOTO ALTERNAT,DESOTO ISD,3,,,,,18,DESOTO ALTERNAT,DESOTO ISD,1,,,,
507,57907001,17,DUNCANVILLE H S,DUNCANVILLE ISD,1645,55,45,28,3,18,DUNCANVILLE H S,DUNCANVILLE ISD,1500,41,59,40,3
508,57907004,17,MARY E SMITHEY,DUNCANVILLE ISD,22,64,36,9,0,18,MARY E SMITHEY,DUNCANVILLE ISD,36,86,14,6,0
509,57909002,17,GARLAND H S,GARLAND ISD,817,49,51,36,10,18,GARLAND H S,GARLAND ISD,791,42,58,45,10
510,57909003,17,S GARLAND H S,GARLAND ISD,899,62,38,19,0,18,S GARLAND H S,GARLAND ISD,816,51,49,31,1
511,57909004,17,N GARLAND H S,GARLAND ISD,875,36,64,50,8,18,N GARLAND H S,GARLAND ISD,831,32,68,53,9
512,57909005,17,LAKEVIEW CENTEN,GARLAND ISD,674,36,64,50,10,18,LAKEVIEW CENTEN,GARLAND ISD,640,30,70,55,10
513,57909006,17,MEMORIAL PATHWA,GARLAND ISD,73,95,5,2,0,18,MEMORIAL PATHWA,GARLAND ISD,48,88,13,2,0
514,57909008,17,NAAMAN FOREST H,GARLAND ISD,695,48,52,34,2,18,NAAMAN FOREST H,GARLAND ISD,706,42,58,44,4
515,57909009,17,ROWLETT H S,GARLAND ISD,830,39,61,45,5,18,ROWLETT H S,GARLAND ISD,762,32,68,52,5
516,57909010,17,SACHSE H S,GARLAND ISD,860,29,71,57,8,18,SACHSE H S,GARLAND ISD,837,21,79,65,10
517,57909135,17,PATHFINDER ACHI,GARLAND ISD,13,85,15,8,0,18,PATHFINDER ACHI,GARLAND ISD,7,86,14,0,0
518,57910002,17,GRAND PRAIRIE H,GRAND PRAIRIE I,1071,65,35,19,1,18,GRAND PRAIRIE H,GRAND PRAIRIE I,974,58,42,25,1
519,57910003,17,SOUTH GRAND PRA,GRAND PRAIRIE I,1097,40,60,40,4,18,SOUTH GRAND PRA,GRAND PRAIRIE I,980,33,67,50,7
520,57910009,17,CROSSWINDS H S,GRAND PRAIRIE I,134,90,10,1,0,18,CROSSWINDS H S,GRAND PRAIRIE I,229,83,17,6,0
521,57910010,17,JOHN A DUBISKI,GRAND PRAIRIE I,469,23,77,61,6,18,JOHN A DUBISKI,GRAND PRAIRIE I,485,15,85,72,10
522,57910011,17,GRAND PRAIRIE C,GRAND PRAIRIE I,71,6,94,83,10,18,GRAND PRAIRIE C,GRAND PRAIRIE I,38,5,95,95,16
523,57910053,17,YWLA AT BILL AR,GRAND PRAIRIE I,74,11,89,80,14,18,YWLA AT BILL AR,GRAND PRAIRIE I,41,18,82,74,26
524,57911001,17,HIGHLAND PARK H,HIGHLAND PARK I,537,2,98,93,39,18,HIGHLAND PARK H,HIGHLAND PARK I,534,3,97,93,32
525,57912002,17,IRVING H S,IRVING ISD,784,65,35,22,1,18,IRVING H S,IRVING ISD,817,50,50,33,1
526,57912003,17,MACARTHUR H S,IRVING ISD,738,49,51,34,4,18,MACARTHUR H S,IRVING ISD,878,42,58,42,4
527,57912004,17,NIMITZ H S,IRVING ISD,747,55,45,27,2,18,NIMITZ H S,IRVING ISD,763,41,59,39,3
528,57912005,17,BARBARA CARDWEL,IRVING ISD,100,65,35,13,1,18,BARBARA CARDWEL,IRVING ISD,116,68,32,15,1
529,57912006,17,JACK E SINGLEY,IRVING ISD,524,43,57,39,4,18,JACK E SINGLEY,IRVING ISD,518,31,69,49,5
530,57913001,17,LANCASTER H S,LANCASTER ISD,727,50,50,28,2,18,LANCASTER H S,LANCASTER ISD,644,37,63,39,2
531,57914001,17,MESQUITE H S,MESQUITE ISD,923,50,50,34,2,18,MESQUITE H S,MESQUITE ISD,863,42,58,41,4
532,57914002,17,NORTH MESQUITE,MESQUITE ISD,901,46,54,37,3,18,NORTH MESQUITE,MESQUITE ISD,863,40,60,43,4
533,57914003,17,WEST MESQUITE H,MESQUITE ISD,731,52,48,32,2,18,WEST MESQUITE H,MESQUITE ISD,632,41,59,42,4
534,57914004,17,POTEET H S,MESQUITE ISD,490,32,68,51,7,18,POTEET H S,MESQUITE ISD,529,31,69,54,7
535,57914005,17,HORN H S,MESQUITE ISD,721,39,61,40,4,18,HORN H S,MESQUITE ISD,729,33,67,49,8
536,57914656,17,MESQUITE ACADEM,MESQUITE ISD,14,77,23,15,0,18,MESQUITE ACADEM,MESQUITE ISD,56,82,18,4,0
537,57916002,17,LAKE HIGHLANDS,RICHARDSON ISD,949,47,53,39,5,18,LAKE HIGHLANDS,RICHARDSON ISD,912,44,56,40,5
538,57916003,17,RICHARDSON H S,RICHARDSON ISD,825,26,74,60,14,18,RICHARDSON H S,RICHARDSON ISD,786,25,75,61,15
539,57916004,17,PEARCE H S,RICHARDSON ISD,726,28,72,60,14,18,PEARCE H S,RICHARDSON ISD,691,28,72,61,14
540,57916005,17,BERKNER H S,RICHARDSON ISD,767,39,61,46,7,18,BERKNER H S,RICHARDSON ISD,770,38,62,49,5
541,57919001,17,SUNNYVALE H S,SUNNYVALE ISD,142,11,89,80,22,18,SUNNYVALE H S,SUNNYVALE ISD,138,11,89,85,29
542,57922001,17,COPPELL H S,COPPELL ISD,948,10,90,81,33,18,COPPELL H S,COPPELL ISD,944,11,89,83,28
543,57922003,17,NEW TECH H S AT,COPPELL ISD,97,14,86,73,30,18,NEW TECH H S AT,COPPELL ISD,77,8,92,83,24
544,58902001,17,DAWSON SCHOOL,DAWSON ISD,11,45,55,27,0,18,DAWSON SCHOOL,DAWSON ISD,6,40,60,60,0
545,58905001,17,KLONDIKE ISD,KLONDIKE ISD,15,0,100,100,20,18,KLONDIKE ISD,KLONDIKE ISD,15,0,100,100,20
546,58906001,17,LAMESA H S,LAMESA ISD,169,54,46,18,2,18,LAMESA H S,LAMESA ISD,139,42,58,36,2
547,58906004,17,LAMESA SUCCESS,LAMESA ISD,13,83,17,8,0,18,LAMESA SUCCESS,LAMESA ISD,13,92,8,0,0
548,58909001,17,SANDS CISD,SANDS CISD,8,38,63,38,0,18,SANDS CISD,SANDS CISD,7,29,71,29,0
549,59901001,17,HEREFORD H S,HEREFORD ISD,426,55,45,24,2,18,HEREFORD H S,HEREFORD ISD,369,51,49,29,2
550,59901004,17,HEREFORD CENTER,HEREFORD ISD,21,81,19,10,0,18,HEREFORD CENTER,HEREFORD ISD,27,96,4,0,0
551,60902001,17,COOPER H S,COOPER ISD,64,33,67,47,3,18,COOPER H S,COOPER ISD,56,34,66,46,4
552,60914001,17,FANNINDEL H S,FANNINDEL ISD,9,56,44,33,0,18,FANNINDEL H S,FANNINDEL ISD,9,44,56,11,0
553,61804002,17,LEADERSHIP PREP,LEADERSHIP PREP,1,,,,,18,LEADERSHIP PREP,LEADERSHIP PREP,78,10,90,85,22
554,61901002,17,RYAN H S,DENTON ISD,623,40,60,43,6,18,RYAN H S,DENTON ISD,639,37,63,48,4
555,61901003,17,DENTON H S,DENTON ISD,708,44,56,43,7,18,DENTON H S,DENTON ISD,649,40,60,46,8
556,61901007,17,GUYER H S,DENTON ISD,741,20,80,66,11,18,GUYER H S,DENTON ISD,698,18,82,72,11
557,61901008,17,RAY E BRASWELL,DENTON ISD,558,32,68,54,8,18,RAY E BRASWELL,DENTON ISD,605,31,69,55,6
558,61901039,17,FRED MOORE H S,DENTON ISD,4,,,,,18,FRED MOORE H S,DENTON ISD,14,54,46,23,0
559,61901040,17,JOE DALE SPARKS,DENTON ISD,22,75,25,15,0,18,JOE DALE SPARKS,DENTON ISD,18,63,38,6,0
560,61902001,17,LEWISVILLE H S,LEWISVILLE ISD,963,39,61,42,5,18,LEWISVILLE H S,LEWISVILLE ISD,960,43,57,41,4
561,61902002,17,MARCUS H S,LEWISVILLE ISD,12,67,33,17,0,18,MARCUS H S,LEWISVILLE ISD,478,13,87,77,17
562,61902004,17,THE COLONY H S,LEWISVILLE ISD,428,37,63,45,10,18,THE COLONY H S,LEWISVILLE ISD,398,33,67,49,8
563,61902005,17,LEARNING CTR,LEWISVILLE ISD,44,85,15,5,0,18,LEARNING CTR,LEWISVILLE ISD,55,73,27,14,2
564,61902008,17,HEBRON H S,LEWISVILLE ISD,52,73,27,8,0,18,HEBRON H S,LEWISVILLE ISD,631,24,76,62,17
565,61902010,17,FLOWER MOUND H,LEWISVILLE ISD,14,77,23,8,0,18,FLOWER MOUND H,LEWISVILLE ISD,578,9,91,84,30
566,61903001,17,PILOT POINT H S,PILOT POINT ISD,102,20,80,59,3,18,PILOT POINT H S,PILOT POINT ISD,111,24,76,62,4
567,61905001,17,KRUM H S,KRUM ISD,177,28,72,56,5,18,KRUM H S,KRUM ISD,163,18,82,69,6
568,61906001,17,PONDER H S,PONDER ISD,127,33,67,50,2,18,PONDER H S,PONDER ISD,117,19,81,65,7
569,61907001,17,AUBREY H S,AUBREY ISD,203,25,75,58,10,18,AUBREY H S,AUBREY ISD,187,26,74,57,7
570,61908001,17,SANGER H S,SANGER ISD,269,35,65,49,5,18,SANGER H S,SANGER ISD,226,31,69,47,4
571,61908003,17,LINDA TUTT H S,SANGER ISD,6,100,0,0,0,18,LINDA TUTT H S,SANGER ISD,8,38,63,38,0
572,61910001,17,ARGYLE H S,ARGYLE ISD,210,7,93,82,17,18,ARGYLE H S,ARGYLE ISD,219,6,94,83,16
573,61911001,17,NORTHWEST H S,NORTHWEST ISD,532,30,70,52,9,18,NORTHWEST H S,NORTHWEST ISD,497,23,77,64,8
574,61911003,17,DENTON CREEK,NORTHWEST ISD,18,78,22,6,0,18,DENTON CREEK,NORTHWEST ISD,4,,,,
575,61911007,17,BYRON NELSON H,NORTHWEST ISD,645,16,84,72,18,18,BYRON NELSON H,NORTHWEST ISD,611,15,85,73,17
576,61911010,17,JAMES M STEELE,NORTHWEST ISD,36,3,97,86,22,18,JAMES M STEELE,NORTHWEST ISD,31,6,94,81,19
577,61911011,17,V R EATON H S,NORTHWEST ISD,587,18,82,66,12,18,V R EATON H S,NORTHWEST ISD,610,16,84,70,10
578,61912001,17,LAKE DALLAS H S,LAKE DALLAS ISD,405,31,69,54,9,18,LAKE DALLAS H S,LAKE DALLAS ISD,396,26,74,58,7
579,61914001,17,LITTLE ELM H S,LITTLE ELM ISD,637,38,62,46,9,18,LITTLE ELM H S,LITTLE ELM ISD,591,32,68,51,8
580,62901001,17,CUERO H S,CUERO ISD,243,41,59,44,7,18,CUERO H S,CUERO ISD,200,34,66,51,7
581,62902001,17,NORDHEIM SCHOOL,NORDHEIM ISD,16,81,19,13,0,18,NORDHEIM SCHOOL,NORDHEIM ISD,14,50,50,21,0
582,62903001,17,YOAKUM H S,YOAKUM ISD,137,43,57,41,1,18,YOAKUM H S,YOAKUM ISD,135,39,61,42,2
583,62904001,17,YORKTOWN H S,YORKTOWN ISD,51,39,61,39,10,18,YORKTOWN H S,YORKTOWN ISD,49,45,55,45,8
584,63903001,17,SPUR SCHOOL,SPUR ISD,29,31,69,41,0,18,SPUR SCHOOL,SPUR ISD,29,24,76,55,0
585,63906001,17,PATTON SPRINGS,PATTON SPRINGS,13,38,62,62,8,18,PATTON SPRINGS,PATTON SPRINGS,10,40,60,60,40
586,64903001,17,CARRIZO SPRINGS,CARRIZO SPRINGS,220,56,44,24,0,18,CARRIZO SPRINGS,CARRIZO SPRINGS,180,47,53,35,3
587,65901001,17,CLARENDON H S,CLARENDON ISD,34,26,74,50,0,18,CLARENDON H S,CLARENDON ISD,26,15,85,81,8
588,65902001,17,HEDLEY SCHOOL,HEDLEY ISD,5,60,40,40,0,18,HEDLEY SCHOOL,HEDLEY ISD,9,13,88,75,25
589,66901001,17,BENAVIDES SECON,BENAVIDES ISD,47,55,45,19,0,18,BENAVIDES SECON,BENAVIDES ISD,36,44,56,33,0
590,66902001,17,SAN DIEGO H S,SAN DIEGO ISD,111,52,48,26,2,18,SAN DIEGO H S,SAN DIEGO ISD,56,80,20,2,0
591,66903002,17,FREER H S,FREER ISD,62,77,23,6,0,18,FREER H S,FREER ISD,42,85,15,0,0
592,67902001,17,CISCO H S,CISCO ISD,72,14,86,60,9,18,CISCO H S,CISCO ISD,66,11,89,83,5
593,67902004,17,CISCO LEARNING,CISCO ISD,1,,,,,18,CISCO LEARNING,CISCO ISD,1,,,,
594,67903001,17,EASTLAND H S,EASTLAND ISD,126,40,60,37,2,18,EASTLAND H S,EASTLAND ISD,99,29,71,49,2
595,67904001,17,GORMAN H S,GORMAN ISD,34,50,50,32,3,18,GORMAN H S,GORMAN ISD,25,28,72,44,8
596,67907001,17,RANGER H S,RANGER ISD,37,57,43,35,5,18,RANGER H S,RANGER ISD,28,15,85,59,0
597,67908001,17,RISING STAR H S,RISING STAR ISD,14,14,86,57,7,18,RISING STAR H S,RISING STAR ISD,15,20,80,73,13
598,68901002,17,ODESSA H S,ECTOR COUNTY IS,1592,67,33,18,1,18,ODESSA H S,ECTOR COUNTY IS,1315,52,48,29,1
599,68901003,17,PERMIAN H S,ECTOR COUNTY IS,1352,49,51,33,2,18,PERMIAN H S,ECTOR COUNTY IS,1168,40,60,42,5
600,68901004,17,ALTER ED CTR,ECTOR COUNTY IS,42,78,22,10,0,18,ALTER ED CTR,ECTOR COUNTY IS,25,73,27,27,0
601,68901005,17,ECTOR CO YOUTH,ECTOR COUNTY IS,25,83,17,4,0,18,ECTOR CO YOUTH,ECTOR COUNTY IS,6,80,20,20,0
602,68901011,17,GEORGE H W BUSH,ECTOR COUNTY IS,83,26,74,59,13,18,GEORGE H W BUSH,ECTOR COUNTY IS,86,16,84,63,10
603,68901014,17,ODESSA CAREER A,ECTOR COUNTY IS,99,28,72,48,3,18,ODESSA CAREER A,ECTOR COUNTY IS,81,19,81,68,2
604,68901015,17,ECISD FALCON EA,ECTOR COUNTY IS,98,10,90,74,11,18,ECISD FALCON EA,ECTOR COUNTY IS,82,2,98,79,15
605,69901001,17,ROCKSPRINGS K-1,ROCKSPRINGS ISD,19,53,47,32,0,18,ROCKSPRINGS K-1,ROCKSPRINGS ISD,25,36,64,44,4
606,69902001,17,NUECES CANYON J,NUECES CANYON C,24,33,67,54,17,18,NUECES CANYON J,NUECES CANYON C,21,29,71,62,5
607,70801002,17,OAK CLIFF FAITH,WAXAHACHIE FAIT,255,73,27,10,0,18,OAK CLIFF FAITH,WAXAHACHIE FAIT,182,62,38,19,0
608,70901001,17,AVALON SCHOOL,AVALON ISD,34,47,53,41,12,18,AVALON SCHOOL,AVALON ISD,31,19,81,48,16
609,70903002,17,ENNIS H S,ENNIS ISD,564,42,58,39,5,18,ENNIS H S,ENNIS ISD,540,38,62,43,6
610,70905002,17,FERRIS H S,FERRIS ISD,242,52,48,32,2,18,FERRIS H S,FERRIS ISD,256,52,48,30,1
611,70907001,17,ITALY H S,ITALY ISD,48,40,60,42,6,18,ITALY H S,ITALY ISD,51,39,61,49,6
612,70908001,17,MIDLOTHIAN H S,MIDLOTHIAN ISD,532,32,68,54,7,18,MIDLOTHIAN H S,MIDLOTHIAN ISD,532,31,69,55,10
613,70908003,17,MIDLOTHIAN HERI,MIDLOTHIAN ISD,267,15,85,70,16,18,MIDLOTHIAN HERI,MIDLOTHIAN ISD,272,12,88,76,12
614,70909001,17,MILFORD SCHOOL,MILFORD ISD,21,29,71,48,0,18,MILFORD SCHOOL,MILFORD ISD,23,26,74,43,0
615,70910001,17,PALMER H S,PALMER ISD,81,25,75,43,7,18,PALMER H S,PALMER ISD,66,36,64,48,8
616,70911001,17,RED OAK H S,RED OAK ISD,481,37,63,41,1,18,RED OAK H S,RED OAK ISD,507,27,73,56,4
617,70912002,17,WAXAHACHIE H S,WAXAHACHIE ISD,715,40,60,41,5,18,WAXAHACHIE H S,WAXAHACHIE ISD,651,32,68,52,7
618,70912003,17,WAXAHACHIE H S,WAXAHACHIE ISD,3,,,,,18,WAXAHACHIE H S,WAXAHACHIE ISD,9,100,0,0,0
619,70912004,17,WAXAHACHIE GLOB,WAXAHACHIE ISD,101,1,99,92,18,18,WAXAHACHIE GLOB,WAXAHACHIE ISD,94,3,97,89,18
620,70915001,17,MAYPEARL H S,MAYPEARL ISD,105,25,75,61,4,18,MAYPEARL H S,MAYPEARL ISD,102,28,72,57,4
621,71801003,17,DAVINCI SCHOOL,BURNHAM WOOD CH,39,31,69,54,13,18,DAVINCI SCHOOL,BURNHAM WOOD CH,19,37,63,53,11
622,71803001,17,PASO DEL NORTE,PASO DEL NORTE,38,71,29,11,0,18,PASO DEL NORTE,PASO DEL NORTE,40,55,45,28,0
623,71803002,17,PASEO DEL NORTE,PASO DEL NORTE,37,58,42,15,3,18,PASEO DEL NORTE,PASO DEL NORTE,20,26,74,53,5
624,71804001,17,EL PASO ACADEMY,EL PASO ACADEMY,49,82,18,10,0,18,EL PASO ACADEMY,EL PASO ACADEMY,56,75,25,11,0
625,71804002,17,EL PASO ACADEMY,EL PASO ACADEMY,42,73,27,2,0,18,EL PASO ACADEMY,EL PASO ACADEMY,46,61,39,22,2
626,71806001,17,HARMONY SCIENCE,HARMONY SCIENCE,114,19,81,62,14,18,HARMONY SCIENCE,HARMONY SCIENCE,100,16,84,71,11
627,71806002,17,HARMONY SCHOOL,HARMONY SCIENCE,88,34,66,49,5,18,HARMONY SCHOOL,HARMONY SCIENCE,64,19,81,65,6
628,71901001,17,CLINT H S,CLINT ISD,214,42,58,40,5,18,CLINT H S,CLINT ISD,214,39,61,47,6
629,71901002,17,MOUNTAIN VIEW H,CLINT ISD,275,50,50,32,1,18,MOUNTAIN VIEW H,CLINT ISD,236,44,56,35,2
630,71901004,17,HORIZON H S,CLINT ISD,555,55,45,27,2,18,HORIZON H S,CLINT ISD,493,48,52,33,2
631,71901009,17,CLINT ISD EARLY,CLINT ISD,83,8,92,73,17,18,CLINT ISD EARLY,CLINT ISD,81,2,98,86,14
632,71902001,17,ANDRESS H S,EL PASO ISD,590,63,37,21,2,18,ANDRESS H S,EL PASO ISD,490,49,51,34,3
633,71902002,17,AUSTIN H S,EL PASO ISD,637,62,38,22,1,18,AUSTIN H S,EL PASO ISD,475,50,50,33,2
634,71902003,17,BOWIE H S,EL PASO ISD,707,73,27,11,1,18,BOWIE H S,EL PASO ISD,566,68,32,16,0
635,71902004,17,BURGES H S,EL PASO ISD,534,49,51,34,2,18,BURGES H S,EL PASO ISD,474,41,59,42,3
636,71902005,17,CORONADO H S,EL PASO ISD,825,33,67,52,14,18,CORONADO H S,EL PASO ISD,870,31,69,54,13
637,71902006,17,EL PASO H S,EL PASO ISD,541,45,55,37,5,18,EL PASO H S,EL PASO ISD,504,39,61,44,5
638,71902008,17,IRVIN H S,EL PASO ISD,555,61,39,22,1,18,IRVIN H S,EL PASO ISD,503,54,46,26,1
639,71902009,17,JEFFERSON H S,EL PASO ISD,407,63,37,20,1,18,JEFFERSON H S,EL PASO ISD,387,61,39,22,1
640,71902010,17,FRANKLIN H S,EL PASO ISD,904,35,65,48,6,18,FRANKLIN H S,EL PASO ISD,854,28,72,56,8
641,71902011,17,SILVA HEALTH MA,EL PASO ISD,196,2,98,91,19,18,SILVA HEALTH MA,EL PASO ISD,187,2,98,93,21
642,71902012,17,CHAPIN H S,EL PASO ISD,588,42,58,40,3,18,CHAPIN H S,EL PASO ISD,582,36,64,48,6
643,71902015,17,TRANSMOUNTAIN E,EL PASO ISD,110,4,96,92,22,18,TRANSMOUNTAIN E,EL PASO ISD,97,0,100,93,19
644,71902020,17,COLLEGE CAREER,EL PASO ISD,48,82,18,5,0,18,COLLEGE CAREER,EL PASO ISD,64,78,22,12,0
645,71902025,17,DELTA ACADEMY,EL PASO ISD,5,,,,,18,DELTA ACADEMY,EL PASO ISD,2,,,,
646,71903001,17,FABENS H S,FABENS ISD,243,49,51,33,3,18,FABENS H S,FABENS ISD,237,39,61,39,6
647,71904001,17,SAN ELIZARIO H,SAN ELIZARIO IS,339,47,53,30,1,18,SAN ELIZARIO H,SAN ELIZARIO IS,325,44,56,35,2
648,71905001,17,BEL AIR H S,YSLETA ISD,666,37,63,41,5,18,BEL AIR H S,YSLETA ISD,587,33,67,50,6
649,71905002,17,EASTWOOD H S,YSLETA ISD,525,22,78,65,16,18,EASTWOOD H S,YSLETA ISD,526,16,84,70,15
650,71905003,17,PARKLAND H S,YSLETA ISD,517,43,57,37,3,18,PARKLAND H S,YSLETA ISD,479,36,64,44,3
651,71905004,17,YSLETA H S,YSLETA ISD,432,51,49,27,1,18,YSLETA H S,YSLETA ISD,448,50,50,34,2
652,71905005,17,RIVERSIDE H S,YSLETA ISD,409,56,44,26,2,18,RIVERSIDE H S,YSLETA ISD,360,44,56,35,3
653,71905007,17,J M HANKS H S,YSLETA ISD,511,37,63,42,5,18,J M HANKS H S,YSLETA ISD,470,28,72,54,8
654,71905008,17,DEL VALLE H S,YSLETA ISD,562,37,63,45,4,18,DEL VALLE H S,YSLETA ISD,562,31,69,51,6
655,71905010,17,TEJAS SCHOOL OF,YSLETA ISD,15,87,13,0,0,18,TEJAS SCHOOL OF,YSLETA ISD,23,61,39,17,0
656,71905017,17,VALLE VERDE EAR,YSLETA ISD,99,3,97,85,26,18,VALLE VERDE EAR,YSLETA ISD,96,3,97,85,17
657,71905033,17,PLATO ACADEMY,YSLETA ISD,10,89,11,0,0,18,PLATO ACADEMY,YSLETA ISD,31,100,0,0,0
658,71906001,17,ANTHONY H S,ANTHONY ISD,72,39,61,40,4,18,ANTHONY H S,ANTHONY ISD,69,29,71,45,3
659,71907001,17,CANUTILLO H S,CANUTILLO ISD,528,46,54,33,2,18,CANUTILLO H S,CANUTILLO ISD,539,39,61,40,3
660,71907003,17,NORTHWEST EARLY,CANUTILLO ISD,83,5,95,84,23,18,NORTHWEST EARLY,CANUTILLO ISD,74,0,100,96,25
661,71908001,17,TORNILLO H S,TORNILLO ISD,141,63,37,12,1,18,TORNILLO H S,TORNILLO ISD,128,65,35,19,1
662,71909001,17,SOCORRO H S,SOCORRO ISD,941,55,45,27,2,18,SOCORRO H S,SOCORRO ISD,838,44,56,37,2
663,71909002,17,MONTWOOD H S,SOCORRO ISD,753,38,62,42,4,18,MONTWOOD H S,SOCORRO ISD,777,25,75,55,8
664,71909004,17,AMERICAS H S,SOCORRO ISD,783,39,61,44,5,18,AMERICAS H S,SOCORRO ISD,805,29,71,57,9
665,71909005,17,EL DORADO H S,SOCORRO ISD,646,39,61,41,4,18,EL DORADO H S,SOCORRO ISD,582,26,74,54,7
666,71909007,17,MISSION EARLY C,SOCORRO ISD,115,4,96,85,23,18,MISSION EARLY C,SOCORRO ISD,107,1,99,94,21
667,71909008,17,EASTLAKE H S,SOCORRO ISD,700,43,57,43,5,18,EASTLAKE H S,SOCORRO ISD,700,36,64,50,6
668,71909009,17,OPTIONS H S,SOCORRO ISD,13,83,17,8,0,18,OPTIONS H S,SOCORRO ISD,24,83,17,4,0
