Sample_#,CAMPUS,YEAR_x,CNAME_x,DNAME_x,e1_all_docs_n,e1_all_unsatgl_rm,e1_all_approgl_rm,e1_all_meetsgl_rm,e1_all_mastrgl_rm,YEAR_y,CNAME_y,DNAME_y,e2_all_docs_n,e2_all_unsatgl_rm,e2_all_approgl_rm,e2_all_meetsgl_rm,e2_all_mastrgl_rm
985,101913002,17,KINGWOOD H S,HUMBLE ISD,694,11,89,80,22,18,KINGWOOD H S,HUMBLE ISD,656,11,89,81,23
986,101913005,17,QUEST EARLY COL,HUMBLE ISD,120,4,96,83,18,18,QUEST EARLY COL,HUMBLE ISD,111,6,94,86,13
987,101913008,17,ATASCOCITA H S,HUMBLE ISD,1026,27,73,56,11,18,ATASCOCITA H S,HUMBLE ISD,1043,26,74,59,11
988,101913013,17,KINGWOOD PARK H,HUMBLE ISD,494,18,82,68,15,18,KINGWOOD PARK H,HUMBLE ISD,505,16,84,73,15
989,101913014,17,SUMMER CREEK H,HUMBLE ISD,669,41,59,38,4,18,SUMMER CREEK H,HUMBLE ISD,668,38,62,44,5
990,101914001,17,KATY H S,KATY ISD,957,17,83,72,19,18,KATY H S,KATY ISD,878,20,80,69,15
991,101914002,17,TAYLOR H S,KATY ISD,755,15,85,74,25,18,TAYLOR H S,KATY ISD,738,16,84,76,22
992,101914005,17,MAYDE CREEK H S,KATY ISD,857,28,72,53,8,18,MAYDE CREEK H S,KATY ISD,817,26,74,60,8
993,101914007,17,CINCO RANCH H S,KATY ISD,813,11,89,80,23,18,CINCO RANCH H S,KATY ISD,810,9,91,82,22
994,101914009,17,MORTON RANCH H,KATY ISD,1088,38,62,42,4,18,MORTON RANCH H,KATY ISD,831,37,63,43,4
995,101914010,17,SEVEN LAKES H S,KATY ISD,886,6,94,87,39,18,SEVEN LAKES H S,KATY ISD,877,6,94,87,37
996,101914011,17,RAINES H S,KATY ISD,25,64,36,12,0,18,RAINES H S,KATY ISD,55,73,27,17,0
997,101914012,17,TOMPKINS H S,KATY ISD,891,7,93,87,34,18,TOMPKINS H S,KATY ISD,931,7,93,87,29
998,101915001,17,KLEIN H S,KLEIN ISD,1218,26,74,58,14,18,KLEIN H S,KLEIN ISD,938,25,75,64,16
999,101915002,17,KLEIN FOREST H,KLEIN ISD,1314,49,51,31,3,18,KLEIN FOREST H,KLEIN ISD,1207,47,53,35,4
1000,101915003,17,KLEIN OAK H S,KLEIN ISD,1268,24,76,63,17,18,KLEIN OAK H S,KLEIN ISD,1044,23,77,65,17
1001,101915004,17,KLEIN COLLINS H,KLEIN ISD,1067,28,72,56,11,18,KLEIN COLLINS H,KLEIN ISD,974,26,74,60,13
1002,101916001,17,LA PORTE H S,LA PORTE ISD,640,41,59,45,8,18,LA PORTE H S,LA PORTE ISD,603,33,67,47,7
1003,101916002,17,VIOLA DEWALT H,LA PORTE ISD,9,78,22,22,0,18,VIOLA DEWALT H,LA PORTE ISD,19,58,42,26,0
1004,101917001,17,PASADENA HIGH S,PASADENA ISD,1163,50,50,31,3,18,PASADENA HIGH S,PASADENA ISD,987,46,54,37,3
1005,101917002,17,SAM RAYBURN H S,PASADENA ISD,1106,58,42,24,2,18,SAM RAYBURN H S,PASADENA ISD,1057,52,48,32,2
1006,101917003,17,SOUTH HOUSTON H,PASADENA ISD,1084,57,43,27,2,18,SOUTH HOUSTON H,PASADENA ISD,1009,50,50,33,2
1007,101917004,17,DOBIE H S,PASADENA ISD,1428,44,56,37,4,18,DOBIE H S,PASADENA ISD,1370,40,60,43,6
1008,101917013,17,PASADENA MEMORI,PASADENA ISD,1138,41,59,42,5,18,PASADENA MEMORI,PASADENA ISD,1063,34,66,48,6
1009,101919001,17,SPRING H S,SPRING ISD,1038,60,40,23,1,18,SPRING H S,SPRING ISD,961,45,55,38,3
1010,101919002,17,WESTFIELD H S,SPRING ISD,1035,69,31,15,0,18,WESTFIELD H S,SPRING ISD,1010,58,42,22,1
1011,101919003,17,ANDY DEKANEY H,SPRING ISD,1104,79,21,10,0,18,ANDY DEKANEY H,SPRING ISD,883,66,34,18,1
1012,101919018,17,CARL WUNSCHE SR,SPRING ISD,434,39,61,39,1,18,CARL WUNSCHE SR,SPRING ISD,503,25,75,59,4
1013,101919021,17,SPRING EARLY CO,SPRING ISD,74,4,96,90,14,18,SPRING EARLY CO,SPRING ISD,125,2,98,96,16
1014,101920001,17,MEMORIAL H S,SPRING BRANCH I,687,14,86,77,25,18,MEMORIAL H S,SPRING BRANCH I,697,14,86,80,24
1015,101920003,17,SPRING WOODS H,SPRING BRANCH I,677,59,41,27,3,18,SPRING WOODS H,SPRING BRANCH I,695,55,45,30,3
1016,101920005,17,NORTHBROOK H S,SPRING BRANCH I,1052,62,38,23,2,18,NORTHBROOK H S,SPRING BRANCH I,930,55,45,27,2
1017,101920006,17,STRATFORD H S,SPRING BRANCH I,575,30,70,59,15,18,STRATFORD H S,SPRING BRANCH I,568,27,73,61,13
1018,101920014,17,WESTCHESTER ACA,SPRING BRANCH I,158,15,85,72,15,18,WESTCHESTER ACA,SPRING BRANCH I,143,13,87,77,16
1019,101920016,17,ACADEMY OF CHOI,SPRING BRANCH I,72,66,34,11,2,18,ACADEMY OF CHOI,SPRING BRANCH I,47,55,45,30,3
1020,101921001,17,TOMBALL H S,TOMBALL ISD,583,21,79,63,12,18,TOMBALL H S,TOMBALL ISD,565,21,79,69,14
1021,101921002,17,TOMBALL MEMORIA,TOMBALL ISD,597,11,89,77,20,18,TOMBALL MEMORIA,TOMBALL ISD,605,9,91,83,24
1022,101924001,17,C E KING H S,SHELDON ISD,871,55,45,26,3,18,C E KING H S,SHELDON ISD,851,46,54,34,3
1023,101924012,17,KASE ACADEMY,SHELDON ISD,36,78,22,11,0,18,KASE ACADEMY,SHELDON ISD,59,73,27,4,0
1024,101925001,17,HARGRAVE H S,HUFFMAN ISD,301,30,70,51,6,18,HARGRAVE H S,HUFFMAN ISD,284,21,79,64,10
1025,102902001,17,MARSHALL H S,MARSHALL ISD,564,60,40,24,2,18,MARSHALL H S,MARSHALL ISD,479,47,53,37,3
1026,102903002,17,WASKOM H S,WASKOM ISD,124,56,44,32,1,18,WASKOM H S,WASKOM ISD,105,41,59,43,2
1027,102904002,17,HALLSVILLE H S,HALLSVILLE ISD,423,25,75,55,7,18,HALLSVILLE H S,HALLSVILLE ISD,378,18,82,69,11
1028,102905001,17,HARLETON H S,HARLETON ISD,63,21,79,63,10,18,HARLETON H S,HARLETON ISD,59,21,79,66,12
1029,102906001,17,ELYSIAN FIELDS,ELYSIAN FIELDS,68,24,76,57,10,18,ELYSIAN FIELDS,ELYSIAN FIELDS,65,25,75,65,8
1030,103901001,17,CHANNING SCHOOL,CHANNING ISD,9,78,22,22,0,18,CHANNING SCHOOL,CHANNING ISD,9,56,44,44,0
1031,103902001,17,HARTLEY SCHOOL,HARTLEY ISD,15,33,67,60,7,18,HARTLEY SCHOOL,HARTLEY ISD,16,25,75,63,6
1032,104901001,17,HASKELL H S,HASKELL CISD,50,32,68,44,2,18,HASKELL H S,HASKELL CISD,47,32,68,51,6
1033,104903001,17,RULE SCHOOL,RULE ISD,11,27,73,45,0,18,RULE SCHOOL,RULE ISD,12,42,58,50,8
1034,104907001,17,PAINT CREEK SCH,PAINT CREEK ISD,9,22,78,67,0,18,PAINT CREEK SCH,PAINT CREEK ISD,4,,,,
1035,105801001,17,KATHERINE ANNE,KATHERINE ANNE,42,59,41,27,2,18,KATHERINE ANNE,KATHERINE ANNE,45,38,62,52,10
1036,105803001,17,KI CHARTER ACAD,KI CHARTER ACAD,35,76,24,15,0,18,KI CHARTER ACAD,KI CHARTER ACAD,30,67,33,20,0
1037,105902001,17,SAN MARCOS H S,SAN MARCOS CISD,767,49,51,35,3,18,SAN MARCOS H S,SAN MARCOS CISD,720,45,55,40,5
1038,105904001,17,DRIPPING SPRING,DRIPPING SPRING,480,10,90,79,24,18,DRIPPING SPRING,DRIPPING SPRING,486,11,89,79,21
1039,105905001,17,WIMBERLEY H S,WIMBERLEY ISD,197,22,78,63,12,18,WIMBERLEY H S,WIMBERLEY ISD,193,26,74,63,13
1040,105906001,17,JACK C HAYS H S,HAYS CISD,932,34,66,51,9,18,JACK C HAYS H S,HAYS CISD,849,28,72,59,12
1041,105906004,17,LIVE OAK ACADEM,HAYS CISD,31,73,27,0,0,18,LIVE OAK ACADEM,HAYS CISD,51,65,35,19,4
1042,105906005,17,LEHMAN H S,HAYS CISD,938,50,50,32,4,18,LEHMAN H S,HAYS CISD,814,40,60,43,5
1043,106901001,17,CANADIAN H S,CANADIAN ISD,84,21,79,57,11,18,CANADIAN H S,CANADIAN ISD,76,18,82,76,14
1044,107901001,17,ATHENS H S,ATHENS ISD,267,34,66,42,3,18,ATHENS H S,ATHENS ISD,304,37,63,47,4
1045,107902001,17,BROWNSBORO H S,BROWNSBORO ISD,216,32,68,49,5,18,BROWNSBORO H S,BROWNSBORO ISD,211,31,69,50,7
1046,107904001,17,CROSS ROADS H S,CROSS ROADS ISD,47,17,83,64,4,18,CROSS ROADS H S,CROSS ROADS ISD,42,21,79,69,10
1047,107905001,17,EUSTACE H S,EUSTACE ISD,138,29,71,57,8,18,EUSTACE H S,EUSTACE ISD,120,23,77,63,8
1048,107906001,17,MALAKOFF H S,MALAKOFF ISD,116,41,59,46,7,18,MALAKOFF H S,MALAKOFF ISD,113,28,72,62,9
1049,107907001,17,TRINIDAD SCHOOL,TRINIDAD ISD,16,56,44,19,0,18,TRINIDAD SCHOOL,TRINIDAD ISD,17,38,63,50,0
1050,107910001,17,LAPOYNOR H S,LAPOYNOR ISD,35,23,77,51,11,18,LAPOYNOR H S,LAPOYNOR ISD,30,23,77,53,3
1051,108804001,17,MIDVALLEY ACADE,MIDVALLEY ACADE,55,87,13,0,0,18,MIDVALLEY ACADE,MIDVALLEY ACADE,74,65,35,13,0
1052,108804002,17,MIDVALLEY ACADE,MIDVALLEY ACADE,46,87,13,7,0,18,MIDVALLEY ACADE,MIDVALLEY ACADE,54,69,31,9,0
1053,108804003,17,MIDVALLEY ACADE,MIDVALLEY ACADE,73,86,14,7,0,18,MIDVALLEY ACADE,MIDVALLEY ACADE,61,66,34,18,2
1054,108807001,17,IDEA COLLEGE PR,IDEA PUBLIC SCH,127,31,69,50,9,18,IDEA COLLEGE PR,IDEA PUBLIC SCH,106,19,81,67,14
1055,108807002,17,IDEA QUEST COLL,IDEA PUBLIC SCH,103,16,84,64,5,18,IDEA QUEST COLL,IDEA PUBLIC SCH,91,7,93,81,16
1056,108807003,17,IDEA FRONTIER C,IDEA PUBLIC SCH,110,17,83,71,11,18,IDEA FRONTIER C,IDEA PUBLIC SCH,99,7,93,80,16
1057,108807004,17,IDEA COLLEGE PR,IDEA PUBLIC SCH,126,25,75,53,8,18,IDEA COLLEGE PR,IDEA PUBLIC SCH,114,12,88,70,6
1058,108807005,17,IDEA COLLEGE PR,IDEA PUBLIC SCH,102,24,76,64,6,18,IDEA COLLEGE PR,IDEA PUBLIC SCH,96,14,86,76,6
1059,108807006,17,IDEA COLLEGE PR,IDEA PUBLIC SCH,124,31,69,44,8,18,IDEA COLLEGE PR,IDEA PUBLIC SCH,96,31,69,58,5
1060,108807007,17,IDEA COLLEGE PR,IDEA PUBLIC SCH,130,29,71,49,6,18,IDEA COLLEGE PR,IDEA PUBLIC SCH,113,21,79,65,4
1061,108807008,17,IDEA COLLEGE PR,IDEA PUBLIC SCH,112,24,76,46,12,18,IDEA COLLEGE PR,IDEA PUBLIC SCH,92,14,86,71,14
1062,108807009,17,IDEA EDINBURG C,IDEA PUBLIC SCH,111,23,77,59,12,18,IDEA EDINBURG C,IDEA PUBLIC SCH,94,13,87,76,13
1063,108807010,17,IDEA COLLEGE PR,IDEA PUBLIC SCH,112,30,70,44,5,18,IDEA COLLEGE PR,IDEA PUBLIC SCH,97,27,73,57,4
1064,108807011,17,IDEA MCALLEN CO,IDEA PUBLIC SCH,111,8,92,79,19,18,IDEA MCALLEN CO,IDEA PUBLIC SCH,96,5,95,88,27
1065,108807012,17,IDEA BROWNSVILL,IDEA PUBLIC SCH,112,16,84,72,12,18,IDEA BROWNSVILL,IDEA PUBLIC SCH,106,14,86,72,14
1066,108807018,17,IDEA TOROS COLL,IDEA PUBLIC SCH,15,47,53,47,7,18,IDEA TOROS COLL,IDEA PUBLIC SCH,16,6,94,75,13
1067,108807020,17,IDEA CARVER COL,IDEA PUBLIC SCH,62,18,82,61,6,18,IDEA CARVER COL,IDEA PUBLIC SCH,65,11,89,66,14
1068,108807021,17,IDEA SOUTH FLOR,IDEA PUBLIC SCH,100,29,71,54,6,18,IDEA SOUTH FLOR,IDEA PUBLIC SCH,92,15,85,72,17
1069,108807035,17,IDEA ALLAN COLL,IDEA PUBLIC SCH,116,29,71,50,5,18,IDEA ALLAN COLL,IDEA PUBLIC SCH,95,14,86,71,12
1070,108808101,17,VANGUARD REMBRA,VANGUARD ACADEM,130,16,84,68,12,18,VANGUARD REMBRA,VANGUARD ACADEM,109,6,94,83,17
1071,108902001,17,DONNA H S,DONNA ISD,748,57,43,25,2,18,DONNA H S,DONNA ISD,672,48,52,32,2
1072,108902006,17,3D ACADEMY,DONNA ISD,72,90,10,4,0,18,3D ACADEMY,DONNA ISD,93,89,11,1,0
1073,108902007,17,DONNA NORTH H S,DONNA ISD,874,63,37,20,2,18,DONNA NORTH H S,DONNA ISD,792,54,46,27,2
1074,108903001,17,EDCOUCH-ELSA H,EDCOUCH-ELSA IS,512,52,48,27,0,18,EDCOUCH-ELSA H,EDCOUCH-ELSA IS,438,39,61,45,2
1075,108903004,17,EDCOUCH-ELSA H,EDCOUCH-ELSA IS,16,87,13,0,0,18,EDCOUCH-ELSA H,EDCOUCH-ELSA IS,12,82,18,0,0
1076,108904001,17,EDINBURG H S,EDINBURG CISD,670,55,45,26,0,18,EDINBURG H S,EDINBURG CISD,754,38,62,44,4
1077,108904002,17,ECONOMEDES H S,EDINBURG CISD,827,64,36,18,0,18,ECONOMEDES H S,EDINBURG CISD,875,45,55,39,4
1078,108904003,17,EDINBURG NORTH,EDINBURG CISD,717,57,43,25,1,18,EDINBURG NORTH,EDINBURG CISD,827,31,69,53,5
1079,108904006,17,ROBERT R VELA H,EDINBURG CISD,486,43,57,37,3,18,ROBERT R VELA H,EDINBURG CISD,661,25,75,58,11
1080,108904040,17,JUVENILE DETENT,EDINBURG CISD,25,74,26,17,0,18,JUVENILE DETENT,EDINBURG CISD,5,60,40,20,0
1081,108905001,17,HIDALGO EARLY C,HIDALGO ISD,417,58,42,27,2,18,HIDALGO EARLY C,HIDALGO ISD,381,54,46,32,4
1082,108905002,17,HIDALGO ACADEMY,HIDALGO ISD,9,78,22,0,0,18,HIDALGO ACADEMY,HIDALGO ISD,28,88,12,4,0
1083,108906001,17,MCALLEN H S,MCALLEN ISD,769,42,58,42,6,18,MCALLEN H S,MCALLEN ISD,735,37,63,48,7
1084,108906002,17,MEMORIAL H S,MCALLEN ISD,784,45,55,39,8,18,MEMORIAL H S,MCALLEN ISD,695,36,64,49,9
1085,108906006,17,ROWE H S,MCALLEN ISD,745,46,54,35,5,18,ROWE H S,MCALLEN ISD,661,36,64,46,6
1086,108906007,17,LAMAR ACADEMY,MCALLEN ISD,16,31,69,50,6,18,LAMAR ACADEMY,MCALLEN ISD,38,34,66,37,0
1087,108906011,17,ACHIEVE EARLY C,MCALLEN ISD,112,8,92,79,12,18,ACHIEVE EARLY C,MCALLEN ISD,109,4,96,89,17
1088,108907001,17,MERCEDES H S,MERCEDES ISD,423,59,41,24,1,18,MERCEDES H S,MERCEDES ISD,363,47,53,31,2
1089,108907002,17,MERCEDES ACADEM,MERCEDES ISD,33,88,12,0,0,18,MERCEDES ACADEM,MERCEDES ISD,36,94,6,3,0
1090,108907006,17,MERCEDES EARLY,MERCEDES ISD,113,9,91,80,9,18,MERCEDES EARLY,MERCEDES ISD,111,5,95,86,9
1091,108908001,17,MISSION H S,MISSION CISD,828,64,36,22,1,18,MISSION H S,MISSION CISD,777,52,48,32,4
1092,108908002,17,VETERANS MEMORI,MISSION CISD,651,49,51,33,5,18,VETERANS MEMORI,MISSION CISD,575,40,60,43,5
1093,108908004,17,MISSION COLLEGI,MISSION CISD,131,9,91,78,9,18,MISSION COLLEGI,MISSION CISD,111,7,93,86,21
1094,108909001,17,PSJA EARLY COLL,PHARR-SAN JUAN-,700,53,47,32,5,18,PSJA EARLY COLL,PHARR-SAN JUAN-,636,42,58,39,5
1095,108909002,17,PSJA MEMORIAL E,PHARR-SAN JUAN-,711,55,45,29,3,18,PSJA MEMORIAL E,PHARR-SAN JUAN-,574,42,58,40,4
1096,108909003,17,PSJA NORTH EARL,PHARR-SAN JUAN-,833,54,46,28,3,18,PSJA NORTH EARL,PHARR-SAN JUAN-,717,46,54,37,4
1097,108909005,17,PSJA SONIA M SO,PHARR-SAN JUAN-,30,61,39,4,0,18,PSJA SONIA M SO,PHARR-SAN JUAN-,43,69,31,17,0
1098,108909006,17,ELVIS J BALLEW,PHARR-SAN JUAN-,115,90,10,1,0,18,ELVIS J BALLEW,PHARR-SAN JUAN-,194,93,7,4,0
1099,108909007,17,PSJA SOUTHWEST,PHARR-SAN JUAN-,640,69,31,22,4,18,PSJA SOUTHWEST,PHARR-SAN JUAN-,670,51,49,36,4
1100,108909009,17,PSJA THOMAS JEF,PHARR-SAN JUAN-,239,17,83,70,19,18,PSJA THOMAS JEF,PHARR-SAN JUAN-,247,11,89,74,15
1101,108910001,17,PROGRESO H S,PROGRESO ISD,240,61,39,24,1,18,PROGRESO H S,PROGRESO ISD,192,54,46,34,2
1102,108911001,17,SHARYLAND H S,SHARYLAND ISD,432,20,80,67,16,18,SHARYLAND H S,SHARYLAND ISD,263,41,59,50,15
1103,108911003,17,HIDALGO COUNTY,SHARYLAND ISD,1,,,,,18,HIDALGO COUNTY,SHARYLAND ISD,1,,,,
1104,108911007,17,SHARYLAND PIONE,SHARYLAND ISD,475,31,69,55,12,18,SHARYLAND PIONE,SHARYLAND ISD,309,43,57,42,7
1105,108911008,17,SHARYLAND ADVAN,SHARYLAND ISD,44,9,91,75,16,18,SHARYLAND ADVAN,SHARYLAND ISD,57,14,86,75,14
1106,108912001,17,LA JOYA H S,LA JOYA ISD,816,64,36,22,2,18,LA JOYA H S,LA JOYA ISD,821,52,48,34,3
1107,108912004,17,JUAREZ-LINCOLN,LA JOYA ISD,974,73,27,14,1,18,JUAREZ-LINCOLN,LA JOYA ISD,864,63,37,23,2
1108,108912007,17,LA JOYA PALMVIE,LA JOYA ISD,640,63,37,20,2,18,LA JOYA PALMVIE,LA JOYA ISD,640,53,47,29,1
1109,108912008,17,JIMMY CARTER EA,LA JOYA ISD,100,8,92,82,11,18,JIMMY CARTER EA,LA JOYA ISD,90,6,94,82,9
1110,108912010,17,THELMA ROSA SAL,LA JOYA ISD,124,16,84,61,6,18,THELMA ROSA SAL,LA JOYA ISD,110,12,88,72,16
1111,108913001,17,WESLACO H S,WESLACO ISD,784,58,42,22,1,18,WESLACO H S,WESLACO ISD,811,41,59,40,3
1112,108913003,17,SOUTH PALM GARD,WESLACO ISD,9,67,33,0,0,18,SOUTH PALM GARD,WESLACO ISD,14,79,21,14,0
1113,108913006,17,WESLACO EAST H,WESLACO ISD,712,62,38,22,0,18,WESLACO EAST H,WESLACO ISD,723,49,51,34,2
1114,108913007,17,HIDALGO COUNTY,WESLACO ISD,16,81,19,0,0,18,HIDALGO COUNTY,WESLACO ISD,5,60,40,40,0
1115,108913008,17,HORTON DISCIPLI,WESLACO ISD,43,88,12,7,0,18,HORTON DISCIPLI,WESLACO ISD,29,70,30,7,0
1116,108913009,17,WESLACO 21ST CE,WESLACO ISD,67,45,55,24,0,18,WESLACO 21ST CE,WESLACO ISD,80,50,50,36,0
1117,108914001,17,LA VILLA EARLY,LA VILLA ISD,64,59,41,25,0,18,LA VILLA EARLY,LA VILLA ISD,54,33,67,44,4
1118,108915001,17,MONTE ALTO H S,MONTE ALTO ISD,120,71,29,12,1,18,MONTE ALTO H S,MONTE ALTO ISD,96,51,49,28,0
1119,108916001,17,VALLEY VIEW H S,VALLEY VIEW ISD,208,50,50,33,1,18,VALLEY VIEW H S,VALLEY VIEW ISD,446,39,61,46,5
1120,108916041,17,VALLEY VIEW EAR,VALLEY VIEW ISD,277,32,68,47,6,18,VALLEY VIEW EAR,VALLEY VIEW ISD,10,0,100,100,20
1121,109901001,17,ABBOTT SCHOOL,ABBOTT ISD,28,29,71,64,7,18,ABBOTT SCHOOL,ABBOTT ISD,30,30,70,70,10
1122,109902001,17,BYNUM SCHOOL,BYNUM ISD,20,30,70,45,15,18,BYNUM SCHOOL,BYNUM ISD,21,14,86,67,5
1123,109903001,17,COVINGTON SCHOO,COVINGTON ISD,26,40,60,28,4,18,COVINGTON SCHOO,COVINGTON ISD,26,23,77,42,4
1124,109904001,17,HILLSBORO H S,HILLSBORO ISD,159,49,51,37,1,18,HILLSBORO H S,HILLSBORO ISD,141,30,70,52,7
1125,109905001,17,HUBBARD H S,HUBBARD ISD,44,48,52,30,5,18,HUBBARD H S,HUBBARD ISD,42,33,67,48,7
1126,109907001,17,ITASCA H S,ITASCA ISD,59,28,72,45,0,18,ITASCA H S,ITASCA ISD,57,32,68,58,7
1127,109911001,17,WHITNEY H S,WHITNEY ISD,140,35,65,43,0,18,WHITNEY H S,WHITNEY ISD,128,29,71,56,1
1128,109912001,17,AQUILLA SCHOOL,AQUILLA ISD,24,22,78,61,0,18,AQUILLA SCHOOL,AQUILLA ISD,26,23,77,62,0
1129,109913001,17,BLUM H S,BLUM ISD,39,33,67,36,0,18,BLUM ISD,BLUM ISD,34,35,65,38,0
1130,109914001,17,PENELOPE SCHOOL,PENELOPE ISD,19,63,37,21,5,18,PENELOPE SCHOOL,PENELOPE ISD,19,42,58,37,5
1131,110901001,17,ANTON SCHOOL,ANTON ISD,20,65,35,30,15,18,ANTON SCHOOL,ANTON ISD,11,64,36,36,18
1132,110902001,17,LEVELLAND H S,LEVELLAND ISD,223,37,63,41,5,18,LEVELLAND H S,LEVELLAND ISD,184,31,69,51,6
1133,110905001,17,ROPES SCHOOL,ROPES ISD,33,27,73,55,12,18,ROPES SCHOOL,ROPES ISD,37,27,73,68,16
1134,110906001,17,SMYER H S,SMYER ISD,43,35,65,56,12,18,SMYER H S,SMYER ISD,40,18,83,68,8
1135,110907001,17,SUNDOWN H S,SUNDOWN ISD,53,6,94,79,15,18,SUNDOWN H S,SUNDOWN ISD,54,4,96,85,19
1136,110907002,17,PEP ALTER SCHOO,SUNDOWN ISD,1,,,,,18,PEP ALTER SCHOO,SUNDOWN ISD,2,,,,
1137,110908001,17,WHITHARRAL SCHO,WHITHARRAL ISD,13,23,77,62,8,18,WHITHARRAL SCHO,WHITHARRAL ISD,12,25,75,50,8
1138,111901001,17,GRANBURY H S,GRANBURY ISD,378,47,53,32,2,18,GRANBURY H S,GRANBURY ISD,573,27,73,55,7
1139,111901002,17,STARS ACCELERAT,GRANBURY ISD,2,,,,,18,STARS ACCELERAT,GRANBURY ISD,14,57,43,36,0
1140,111901042,17,ACTON MIDDLE,GRANBURY ISD,127,2,98,88,25,18,ACTON MIDDLE,GRANBURY ISD,1,,,,
1141,111902003,17,LIPAN H S,LIPAN ISD,31,29,71,58,16,18,LIPAN H S,LIPAN ISD,27,16,84,76,16
1142,111903001,17,TOLAR H S,TOLAR ISD,76,21,79,64,14,18,TOLAR H S,TOLAR ISD,72,14,86,71,9
1143,112901002,17,SULPHUR SPRINGS,SULPHUR SPRINGS,395,37,63,50,11,18,SULPHUR SPRINGS,SULPHUR SPRINGS,387,33,67,53,9
1144,112905001,17,CUMBY H S,CUMBY ISD,21,52,48,29,0,18,CUMBY H S,CUMBY ISD,25,40,60,40,0
1145,112906001,17,NORTH HOPKINS H,NORTH HOPKINS I,49,41,59,51,0,18,NORTH HOPKINS H,NORTH HOPKINS I,44,43,57,50,5
1146,112907001,17,MILLER GROVE SC,MILLER GROVE IS,21,33,67,43,0,18,MILLER GROVE SC,MILLER GROVE IS,24,25,75,67,0
1147,112908001,17,COMO-PICKTON SC,COMO-PICKTON CI,61,30,70,51,5,18,COMO-PICKTON SC,COMO-PICKTON CI,58,25,75,54,9
1148,112909001,17,SALTILLO SCHOOL,SALTILLO ISD,18,28,72,39,0,18,SALTILLO SCHOOL,SALTILLO ISD,16,13,88,63,0
1149,112910001,17,SULPHUR BLUFF I,SULPHUR BLUFF I,23,43,57,39,0,18,SULPHUR BLUFF I,SULPHUR BLUFF I,19,32,68,47,0
1150,113901002,17,CROCKETT H S,CROCKETT ISD,113,47,53,27,3,18,CROCKETT H S,CROCKETT ISD,111,34,66,34,3
1151,113901004,17,PINEYWOODS AEC,CROCKETT ISD,6,83,17,0,0,18,PINEYWOODS AEC,CROCKETT ISD,6,83,17,0,0
1152,113902002,17,GRAPELAND H S,GRAPELAND ISD,47,51,49,36,2,18,GRAPELAND H S,GRAPELAND ISD,39,38,62,56,8
1153,113903002,17,LOVELADY J H H,LOVELADY ISD,46,18,82,67,2,18,LOVELADY J H H,LOVELADY ISD,47,17,83,70,4
1154,113905001,17,LATEXO H S,LATEXO ISD,46,26,74,48,4,18,LATEXO H S,LATEXO ISD,38,8,92,73,3
1155,113906001,17,KENNARD H S,KENNARD ISD,18,44,56,44,0,18,KENNARD H S,KENNARD ISD,20,35,65,45,0
1156,114901001,17,BIG SPRING H S,BIG SPRING ISD,451,63,37,20,1,18,BIG SPRING H S,BIG SPRING ISD,351,48,52,35,3
1157,114901003,17,ANDERSON ACCELE,BIG SPRING ISD,1,,,,,18,ANDERSON ACCELE,BIG SPRING ISD,23,87,13,9,0
1158,114902001,17,COAHOMA H S,COAHOMA ISD,80,40,60,44,9,18,COAHOMA H S,COAHOMA ISD,70,27,73,54,6
1159,114904001,17,FORSAN H S,FORSAN ISD,49,18,82,67,10,18,FORSAN H S,FORSAN ISD,48,23,77,60,8
1160,115901004,17,FORT HANCOCK H,FT HANCOCK ISD,43,51,49,40,0,18,FORT HANCOCK H,FT HANCOCK ISD,37,46,54,41,0
1161,115902001,17,SIERRA BLANCA S,SIERRA BLANCA I,10,40,60,20,10,18,SIERRA BLANCA S,SIERRA BLANCA I,10,11,89,67,0
1162,115903001,17,DELL CITY SCHOO,DELL CITY ISD,12,91,9,9,0,18,DELL CITY SCHOO,DELL CITY ISD,12,83,17,17,8
1163,116901001,17,CADDO MILLS H S,CADDO MILLS ISD,138,22,78,64,10,18,CADDO MILLS H S,CADDO MILLS ISD,126,19,81,63,6
1164,116902001,17,CELESTE H S,CELESTE ISD,54,41,59,41,6,18,CELESTE H S,CELESTE ISD,57,12,88,58,11
1165,116903001,17,COMMERCE H S,COMMERCE ISD,140,42,58,46,8,18,COMMERCE H S,COMMERCE ISD,138,37,63,51,4
1166,116905001,17,NEW HORIZONS LE,GREENVILLE ISD,27,74,26,15,0,18,NEW HORIZONS LE,GREENVILLE ISD,21,42,58,21,0
1167,116905002,17,GREENVILLE H S,GREENVILLE ISD,423,44,56,40,7,18,GREENVILLE H S,GREENVILLE ISD,406,41,59,44,7
1168,116906001,17,LONE OAK H S,LONE OAK ISD,105,36,64,41,6,18,LONE OAK H S,LONE OAK ISD,99,32,68,49,5
1169,116908001,17,WH FORD H S,QUINLAN ISD,310,59,41,25,2,18,WH FORD H S,QUINLAN ISD,279,41,59,43,3
1170,116909001,17,WOLFE CITY H S,WOLFE CITY ISD,47,28,72,45,4,18,WOLFE CITY H S,WOLFE CITY ISD,44,23,77,64,5
1171,116910001,17,CAMPBELL H S,CAMPBELL ISD,35,46,54,37,3,18,CAMPBELL H S,CAMPBELL ISD,35,46,54,37,3
